Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
"BURTZ, RANDALL",NA,NA,NA,NA,NA
"BURWASH, SUSAN",39,4,4,1,0
"BUSCH, JEREMIAH",1128,17,13,24,21
"BUSSELL, MARK",3404,33,20,44,27
"BUSSELLE, FREDERICK",NA,NA,NA,NA,NA
"BUTTERFIELD, KENNETH",7472,19,17,20,19
"BYERS-KIRSCH, JANET",NA,NA,NA,NA,NA
"BYRNE, CHRISTINA",NA,NA,NA,NA,NA
"BYRNES, EDWARD",NA,NA,NA,NA,NA
"CAINES, KAREN",NA,NA,NA,NA,NA
"CALAHAN, SCOTT",NA,NA,NA,NA,NA
"CAMACHO, GUSTAVO",NA,NA,NA,NA,NA
"CAMLIN, CYNTHIA",NA,NA,NA,NA,NA
"CAMLIN, CYNTHIA",NA,NA,NA,NA,NA
"CAMPBELL, DONNA",556,11,6,14,4
"CAMPBELL, GERARD",NA,NA,NA,NA,NA
"CAMPBELL, R",NA,NA,NA,NA,NA
"CAMPBELL, SARAH",NA,NA,NA,NA,NA
"CANNCASCIATO, DANIEL",NA,NA,NA,NA,NA
"CANTY, JUNE",NA,NA,NA,NA,NA
"CAOILE, NIKOLAS",NA,NA,NA,NA,NA
"CAPLAN-AUERBACH, JACKIE",NA,NA,NA,NA,NA
"CAPPER, JUDITH",1499,17,16,22,19
"CARDENAS, NORMA",25,3,3,1,1
"CARDENAS, NORMA",25,3,3,1,1
"CARDON, TERESA",NA,NA,NA,NA,NA
"CARLBERG, KAREN",NA,NA,NA,NA,NA
"CARNEGIE, TEENA",NA,NA,NA,NA,NA
"CARNELL, CHER",NA,NA,NA,NA,NA
"CARNEY, JOANNE",NA,NA,NA,NA,NA
"CARNEY, JOANNE",NA,NA,NA,NA,NA
"CARRIS, LORI",NA,NA,NA,NA,NA
"CARROLL, BRIAN",NA,NA,NA,NA,NA
"CARROLL, DAVID",NA,NA,NA,NA,NA
"CARROLL, DAVID",NA,NA,NA,NA,NA
"CARROLL, JEFFREY",1470,18,17,19,19
"CARROLL, JEFFREY",1470,18,17,19,19
"CARTER, ARRON",NA,NA,NA,NA,NA
"CARTER, PATRICK",NA,NA,NA,NA,NA
"CASHMAN, LINDA",NA,NA,NA,NA,NA
"CASHMAN, LINDA",NA,NA,NA,NA,NA
"CASSEY, ANDREW",NA,NA,NA,NA,NA
"CASTILLO, ANDREA",NA,NA,NA,NA,NA
"CATLIN, JESSE",NA,NA,NA,NA,NA
"CEBULA, LAWRENCE",NA,NA,NA,NA,NA
"CHAI, WEIHANG",1444,17,14,19,17
"CHALICE, DONALD",NA,NA,NA,NA,NA
"CHALMERS, GORDON",NA,NA,NA,NA,NA
"CHAMBERLAND, STEPHEN",NA,NA,NA,NA,NA
"CHAN, SIEW",NA,NA,NA,NA,NA
"CHAN, VICTOR",NA,NA,NA,NA,NA
"CHANDRA, MURALI",NA,NA,NA,NA,NA
"CHANDRAN, DEVYANI",NA,NA,NA,NA,NA
"CHAPPELL, M",NA,NA,NA,NA,NA
"CHASE, DOROTHY",NA,NA,NA,NA,NA
"CHAWLA, TANVEER",NA,NA,NA,NA,NA
"CHEN, PAUL",NA,NA,NA,NA,NA
"CHEN, XIAOFENG",34,2,2,2,1
"CHEN-ALLEN, ANNIE",NA,NA,NA,NA,NA
"CHENEY, ERIC",NA,NA,NA,NA,NA
"CHI, CHRISTINA",3930,22,19,23,23
"CHI, GENG-QING",NA,NA,NA,NA,NA
"CHI, TING",436,11,10,13,10
"CHIU, DAVID",NA,NA,NA,NA,NA
"CHOI, SEUNG",NA,NA,NA,NA,NA
"CHRISTENSON, ANN",NA,NA,NA,NA,NA
"CHU, MARILYN",NA,NA,NA,NA,NA
"CHU, MARILYN",NA,NA,NA,NA,NA
"CHUEH, CHINMEI",NA,NA,NA,NA,NA
"CIAO, ANNA",831,13,13,16,16
"CLAAR, CHESTER",NA,NA,NA,NA,NA
"CLARK, DOUGLAS",NA,NA,NA,NA,NA
"CLARK, ROBERT",NA,NA,NA,NA,NA
"CLARY, CARTER",NA,NA,NA,NA,NA
"CLAY, PAUL",NA,NA,NA,NA,NA
"CLEANTHOUS, CHARALAMBOS",NA,NA,NA,NA,NA
"CLEARY, DELORES",NA,NA,NA,NA,NA
"CLEVELAND, LESLI",NA,NA,NA,NA,NA
"CLEVELAND, LISA",NA,NA,NA,NA,NA
"CLUTE, MARY",NA,NA,NA,NA,NA
"COE, CYNTHIA",NA,NA,NA,NA,NA
"COGGER, CRAIG",NA,NA,NA,NA,NA
"COHEN, JESSICA",NA,NA,NA,NA,NA
"COHEN, JESSICA",NA,NA,NA,NA,NA
"COHEN, LAWRENCE",NA,NA,NA,NA,NA
"COLLINS, THOMAS",NA,NA,NA,NA,NA
"CONLIN, MICHAEL",NA,NA,NA,NA,NA
"CONTON, LESLIE",NA,NA,NA,NA,NA
"COOK, WENDY",NA,NA,NA,NA,NA
"COOK, WENDY",NA,NA,NA,NA,NA
"COOMES, JACQUELINE",NA,NA,NA,NA,NA
"COOPER, CATHERINE",NA,NA,NA,NA,NA
"COOPER, CYNTHIA",NA,NA,NA,NA,NA
"CORBETT, CYNTHIA",NA,NA,NA,NA,NA
"CORBIN, J",NA,NA,NA,NA,NA
"CORBIN, J",NA,NA,NA,NA,NA
"COSKIE, TRACY",NA,NA,NA,NA,NA
"COSKIE, TRACY",NA,NA,NA,NA,NA
"COSTANZO, SUSAN",NA,NA,NA,NA,NA
"COTTRELL, TOM",NA,NA,NA,NA,NA
"COULTER, GAIL",NA,NA,NA,NA,NA
"COULTER, GAIL",NA,NA,NA,NA,NA
"COULTER, GAIL",NA,NA,NA,NA,NA
"COUSINS, ASAPH",2191,27,21,40,38
"COVEY, KEVIN",NA,NA,NA,NA,NA
"CRAIGRICKETSON, ERIN",NA,NA,NA,NA,NA
"CRAMER, GUY",NA,NA,NA,NA,NA
"CREECH, JOHN",NA,NA,NA,NA,NA
"CREWS, SHERRELL",NA,NA,NA,NA,NA
"CROFOOT, THOMAS",NA,NA,NA,NA,NA
"CUBAN, SONDRA",NA,NA,NA,NA,NA
"CUBAN, SONDRA",NA,NA,NA,NA,NA
"CUBAN, SONDRA",NA,NA,NA,NA,NA
"CUBILIE, ANNE",NA,NA,NA,NA,NA
"CUNNINGHAM, MICK",1126,11,10,11,10
"CURGUS, BRANKO",618,12,7,12,4
"CURLEY, DAVID",NA,NA,NA,NA,NA
"CURRIER, DEBORAH",NA,NA,NA,NA,NA
"CURRIER, DEBORAH",NA,NA,NA,NA,NA
"CURTIS, WENDELL",NA,NA,NA,NA,NA
"CUSHMAN, JEREMY",17,2,2,0,0
"CUTSINGER, LORAN",NA,NA,NA,NA,NA
"CZAJA, KRZYSZTOF",NA,NA,NA,NA,NA
"CZAJA, KRZYSZTOF",NA,NA,NA,NA,NA
"CZOPP, ALEXANDER",1443,13,13,14,14
"DABERKOW, DAVID",NA,NA,NA,NA,NA
"DAFFRON, SANDRA",NA,NA,NA,NA,NA
"DAFFRON, SANDRA",NA,NA,NA,NA,NA
"DAGNON, PAULA",NA,NA,NA,NA,NA
"DAGNON, PAULA",NA,NA,NA,NA,NA
"DAHLBERG, CAROLINE",NA,NA,NA,NA,NA
"DALE, CAROLYN",NA,NA,NA,NA,NA
"DALLEY, MAHLON",NA,NA,NA,NA,NA
"DANG, THANH",NA,NA,NA,NA,NA
"DANYSK, CECILIA",NA,NA,NA,NA,NA
"DARATHA, KENN",NA,NA,NA,NA,NA
"DARLING, RIEKO",NA,NA,NA,NA,NA
"DAVIDSON, BRUCE",NA,NA,NA,NA,NA
"DAVIS, ANDREA",NA,NA,NA,NA,NA
"DAVIS, DENNY",NA,NA,NA,NA,NA
"DAVIS, DENNY",NA,NA,NA,NA,NA
"DAVIS, DIANE",NA,NA,NA,NA,NA
"DAVIS, LARRY",NA,NA,NA,NA,NA
"DAVIS, LARRY",NA,NA,NA,NA,NA
"DAVIS, MARGARET",NA,NA,NA,NA,NA
"DAVIS, NATHAN",NA,NA,NA,NA,NA
"DE ALMEIDA, CRISTINA",NA,NA,NA,NA,NA
"DE LA PAZ, OLIVER",NA,NA,NA,NA,NA
"DE LA PAZ, OLIVER",NA,NA,NA,NA,NA
"DEBARI, SUSAN",1476,17,11,19,14
"DEBARI, SUSAN",1476,17,11,19,14
"DECHAINE, ERIC",NA,NA,NA,NA,NA
"DECHAINE-BERKAS, JENNIFER",NA,NA,NA,NA,NA
"DECKER, KEVIN",NA,NA,NA,NA,NA
"DEGUCHI, MASANORI",NA,NA,NA,NA,NA
"DEGUCHI, MASANORI",NA,NA,NA,NA,NA
"DELISLE, RONALD",NA,NA,NA,NA,NA
"DEMERS, DAVID",NA,NA,NA,NA,NA
"DENHAM, KRISTIN",NA,NA,NA,NA,NA
"DENNETT, NOLAN",NA,NA,NA,NA,NA
"DENTON, TRAVIS",NA,NA,NA,NA,NA
"DEPRANO, MARIA",NA,NA,NA,NA,NA
"DEPTULA, BRYAN",NA,NA,NA,NA,NA
"DESTA, KEFYALEW",NA,NA,NA,NA,NA
"DEVENPORT, JENNIFER",NA,NA,NA,NA,NA
"DEYLAMI, SHIRIN",NA,NA,NA,NA,NA
"DEYLAMI, SHIRIN",NA,NA,NA,NA,NA
"DIEHL, PETER",NA,NA,NA,NA,NA
"DIETRICH, DAWN",NA,NA,NA,NA,NA
"DIMARCO, ARTHUR",NA,NA,NA,NA,NA
"DINNEL, DALE",NA,NA,NA,NA,NA
"DITTMER, TIMOTHY",NA,NA,NA,NA,NA
"DJATEJ, ARSEN",NA,NA,NA,NA,NA
"DOLAR, BURAK",NA,NA,NA,NA,NA
"DOLAR, BURAK",NA,NA,NA,NA,NA
"DONAHUE, BARRY",NA,NA,NA,NA,NA
"DONDJI, BLAISE",NA,NA,NA,NA,NA
"DONG, YAN",NA,NA,NA,NA,NA
"DONNELLAN, GRANT",NA,NA,NA,NA,NA
"DONNELLAN, GRANT",NA,NA,NA,NA,NA
"DONNERBERG, JEFFREY",NA,NA,NA,NA,NA
"DONOVAN, DEBORAH",NA,NA,NA,NA,NA
"DONOVAN, TODD",6458,40,26,88,50
"DORMADY, JASON",NA,NA,NA,NA,NA
"DOUGLAS, KENDRA",NA,NA,NA,NA,NA
"DOWD, DUANE",NA,NA,NA,NA,NA
"DOWD, DUANE",NA,NA,NA,NA,NA
"DOWD, JOE",NA,NA,NA,NA,NA
"DOZIER, LORRAINE",NA,NA,NA,NA,NA
"DOZIER, LORRAINE",NA,NA,NA,NA,NA
"DRAKE, GEORGE",NA,NA,NA,NA,NA
"DRZEWIECKA, JOLANTA",530,12,8,13,7
"DU ROCHER SCHUDLICH, TINA",NA,NA,NA,NA,NA
"DUBENION-SMITH, SHANNON",NA,NA,NA,NA,NA
"DUBENION-SMITH, SHANNON",NA,NA,NA,NA,NA
"DUDENBOSTEL, RYAN",NA,NA,NA,NA,NA
"DUGMORE, WILLIAM",NA,NA,NA,NA,NA
"DUNN, CRAIG",1147,14,11,14,11
"DUPONT, BRANDON",269,7,6,6,4
"DUPONT, BRANDON",269,7,6,6,4
"DURFEE, JASON",NA,NA,NA,NA,NA
"DURHAM, YVONNE",NA,NA,NA,NA,NA
"DURHAM, YVONNE",NA,NA,NA,NA,NA
"DURHAM, YVONNE",NA,NA,NA,NA,NA
"DUTTA, PRASHANTA",3129,31,24,59,47
"DVORAK, ANNA",NA,NA,NA,NA,NA
"EAGLE, DAVID",NA,NA,NA,NA,NA
"EASLEY, ROXANNE",NA,NA,NA,NA,NA
"EATON, MARIE",NA,NA,NA,NA,NA
"EBLEN, ANNA",NA,NA,NA,NA,NA
"EDWARDS, ZENA",NA,NA,NA,NA,NA
"EGGER, ANNE",NA,NA,NA,NA,NA
"EHOFF, CLEMENSE",NA,NA,NA,NA,NA
"EKLUND, ANDREA",NA,NA,NA,NA,NA
"EL-ALAYLI, AMANI",348,8,7,8,6
"ELLIS, JOAN",220,5,5,4,3
"ELLSWORTH, JANE",NA,NA,NA,NA,NA
"EMORY, STEVEN",NA,NA,NA,NA,NA
"ENGEBRETSON, DAVID",NA,NA,NA,NA,NA
"ENGELS, PETER",NA,NA,NA,NA,NA
"ENGLUND, TIMOTHY",NA,NA,NA,NA,NA
"ESPINOLA-ARREDONDO, ANA",165,8,7,6,5
"ESTRADA, LAWRENCE",NA,NA,NA,NA,NA
"ESTRADA, LAWRENCE",NA,NA,NA,NA,NA
"EURICH, SUSAN",NA,NA,NA,NA,NA
"EVANS, DAVID",NA,NA,NA,NA,NA
"EVANS, KELLI",NA,NA,NA,NA,NA
"EVERETT, MICHAEL",NA,NA,NA,NA,NA
"FABRY-ASZTALOS, LEVENTE",NA,NA,NA,NA,NA
"FABRY-ASZTALOS, LEVENTE",NA,NA,NA,NA,NA
"FARICY, CHRISTOPHER",NA,NA,NA,NA,NA
"FASSETT, WILLIAM",NA,NA,NA,NA,NA
"FAWSON, PETER",NA,NA,NA,NA,NA
"FEINBERG, SETH",NA,NA,NA,NA,NA
"FEINGOLD, DAVID",NA,NA,NA,NA,NA
"FENNERTY, DANIEL",NA,NA,NA,NA,NA
"FEODOROV, JOHN",NA,NA,NA,NA,NA
"FEODOROV, JOHN",NA,NA,NA,NA,NA
"FERLAND, MARIE",NA,NA,NA,NA,NA
"FEWINGS, DAVID",NA,NA,NA,NA,NA
"FIELD, DAVID",4995,33,23,79,51
"FIERO, PETRA",NA,NA,NA,NA,NA
"FINKE, JANET",NA,NA,NA,NA,NA
"FINLAY, JANET",NA,NA,NA,NA,NA
"FINLEY, SUSAN",1483,15,11,22,12
"FITZGERALD, CYNTHIA",NA,NA,NA,NA,NA
"FITZPATRICK, TIMOTHY",NA,NA,NA,NA,NA
"FITZPATRICK, TIMOTHY",NA,NA,NA,NA,NA
"FIZZANO, PERRY",NA,NA,NA,NA,NA
"FIZZANO, PERRY",NA,NA,NA,NA,NA
"FIZZANO, PERRY",NA,NA,NA,NA,NA
"FLEISHMAN, STEVEN",NA,NA,NA,NA,NA
"FLEMING, SUSAN",NA,NA,NA,NA,NA
"FLOWER, AQUILA",121,7,6,5,5
"FLOWER, AQUILA",121,7,6,5,5
"FOLK, HOLLY",NA,NA,NA,NA,NA
"FOLK, HOLLY",NA,NA,NA,NA,NA
"FOLSOM, MICHAEL",NA,NA,NA,NA,NA
"FORD, FREDERICK",NA,NA,NA,NA,NA
"FORDAN, ROBERT",NA,NA,NA,NA,NA
"FORDAN, ROBERT",NA,NA,NA,NA,NA
"FOREMAN, BRADY",415,10,8,10,8
"FORGAYS, DEBORAH",NA,NA,NA,NA,NA
"FORIER-EDIE, ELISE",NA,NA,NA,NA,NA
"FORIER-EDIE, ELISE",NA,NA,NA,NA,NA
"FORSYTH, MICHELLE",NA,NA,NA,NA,NA
"FORTNEY, JAMES",NA,NA,NA,NA,NA
"FRAAS, MICHAEL",NA,NA,NA,NA,NA
"FRANCIS, TERESA",NA,NA,NA,NA,NA
"FREAR, CRAIG",NA,NA,NA,NA,NA
"FREEMAN, JEANNE",NA,NA,NA,NA,NA
"FREEMAN, JEANNE",NA,NA,NA,NA,NA
"FREMIER, ALEXANDER",972,17,15,24,21
"FRENCH, BRIAN",2242,26,21,44,37
"FRENCH, KRISTEN",NA,NA,NA,NA,NA
"FRENCH, KRISTEN",NA,NA,NA,NA,NA
"FRICKEL, SCOTT",NA,NA,NA,NA,NA
"FRIDAY, CHRISTOPHER",NA,NA,NA,NA,NA
"FRIESEN, DANIEL",NA,NA,NA,NA,NA
"FRIESEN, JOHN",NA,NA,NA,NA,NA
"FRIESEN, JOHN",NA,NA,NA,NA,NA
"FROM, MILTON",NA,NA,NA,NA,NA
"FROST, JANET",NA,NA,NA,NA,NA
"FU, PING",33,3,3,1,1
"FUSSELL, ELIZABETH",NA,NA,NA,NA,NA
"GABRIEL, KARA",NA,NA,NA,NA,NA
"GALM, JERRY",NA,NA,NA,NA,NA
"GALM, JERRY",NA,NA,NA,NA,NA
"GAMMON, STEVEN",NA,NA,NA,NA,NA
"GANN, CORY",NA,NA,NA,NA,NA
"GARCIA, CESAR",NA,NA,NA,NA,NA
"GARCIA, GILBERT",NA,NA,NA,NA,NA
"GARCIA, HUGO",NA,NA,NA,NA,NA
"GARCIA, HUGO",NA,NA,NA,NA,NA
"GARCIA, JERRY",NA,NA,NA,NA,NA
"GARCIA, JERRY",NA,NA,NA,NA,NA
"GARCIA, JOSEPH",NA,NA,NA,NA,NA
"GARCIA, MARTIN",NA,NA,NA,NA,NA
"GARDNER, RICHARD",4500,26,16,56,25
"GARFINKLE, STEVEN",NA,NA,NA,NA,NA
"GARFINKLE, STEVEN",NA,NA,NA,NA,NA
"GAROFALO, JOHN",NA,NA,NA,NA,NA
"GARRAWAY, WILLIAM",NA,NA,NA,NA,NA
"GARTSTEIN, MARIA",NA,NA,NA,NA,NA
"GARY, CLIVE",NA,NA,NA,NA,NA
"GARY, DIA",NA,NA,NA,NA,NA
"GAZIS, CAREY",NA,NA,NA,NA,NA
"GE, YINGBIN",283,10,6,10,4
"GEISLER, MARC",NA,NA,NA,NA,NA
"GEISLER, MARC",NA,NA,NA,NA,NA
"GELLENBECK, EDWARD",NA,NA,NA,NA,NA
"GEORGEOLIANI, DINARA",NA,NA,NA,NA,NA
"GHALI, MOHEB",NA,NA,NA,NA,NA
"GIBSON, FLASH",NA,NA,NA,NA,NA
"GIERLASINSKI, NORMAN",NA,NA,NA,NA,NA
"GIFFEN, ALLISON",NA,NA,NA,NA,NA
"GILBERTSON, DAVID",100,5,4,3,1
"GILBERTSON, JOHN",NA,NA,NA,NA,NA
"GILBERTSON, JOHN",NA,NA,NA,NA,NA
"GILL, DAVID",NA,NA,NA,NA,NA
"GILLIAM, JEFFREY",NA,NA,NA,NA,NA
"GLASBY, STEPHEN",NA,NA,NA,NA,NA
"GLEESON, MADGE",NA,NA,NA,NA,NA
"GLIMM, TILMANN",855,12,10,13,10
"GLIMM, TILMANN",855,12,10,13,10
"GLOBERMAN, STEVEN",NA,NA,NA,NA,NA
"GLOSS, LISA",NA,NA,NA,NA,NA
"GOEBEL, BRUCE",NA,NA,NA,NA,NA
"GOFF, SARA",NA,NA,NA,NA,NA
"GOGROF, ANDREA",NA,NA,NA,NA,NA
"GOMEZ GIRALDO, NELSON",NA,NA,NA,NA,NA
"GONZALEZ, ELOY",NA,NA,NA,NA,NA
"GOODENBERGER, MARK",NA,NA,NA,NA,NA
"GOODNOW, JASMINE",NA,NA,NA,NA,NA
"GOODVIN, REBECCA",NA,NA,NA,NA,NA
"GOODVIN, REBECCA",NA,NA,NA,NA,NA
"GOOKIN, KAREN",NA,NA,NA,NA,NA
"GOOKIN, LARRY",NA,NA,NA,NA,NA
"GOOKIN, LARRY",NA,NA,NA,NA,NA
"GORDILLO, LUZ-MARIA",NA,NA,NA,NA,NA
"GOSEN, JOSEPH",NA,NA,NA,NA,NA
"GOTO, STANFORD",NA,NA,NA,NA,NA
"GOUR, PIERRE",NA,NA,NA,NA,NA
"GRADY, THOMAS",NA,NA,NA,NA,NA
"GRAHAM, JAMES",5460,33,19,74,33
"GRAVES, JODY",NA,NA,NA,NA,NA
"GREEN, GAYE",NA,NA,NA,NA,NA
"GREEN, JENNIFER",NA,NA,NA,NA,NA
"GREEN, JENNIFER",NA,NA,NA,NA,NA
"GREEN, PAUL",NA,NA,NA,NA,NA
"GREEN, PAUL",NA,NA,NA,NA,NA
"GREENE, LOGAN",NA,NA,NA,NA,NA
"GREENWALD, RALF",NA,NA,NA,NA,NA
"GREGOIRE, YANY",NA,NA,NA,NA,NA
"GRIER, COLIN",NA,NA,NA,NA,NA
"GRIGAR, RUDYNE",NA,NA,NA,NA,NA
"GRIMM, JEFFREY",4405,24,15,33,25
"GRIMM, JEFFREY",4405,24,15,33,25
"GRUMAN, DIANA",NA,NA,NA,NA,NA
"GU, YI",NA,NA,NA,NA,NA
"GUELKER-CONE, LESLIE",NA,NA,NA,NA,NA
"GUESS, CAROL",NA,NA,NA,NA,NA
"GUESS, CAROL",NA,NA,NA,NA,NA
"GUIDO, VIRGINIA",NA,NA,NA,NA,NA
"GUPTA, DIPAK",NA,NA,NA,NA,NA
"GUPTA, DIPAK",NA,NA,NA,NA,NA
"GUROCAK, BERAT",NA,NA,NA,NA,NA
"GUROCAK, BERAT",NA,NA,NA,NA,NA
"GUYETTE, CHARLOTTE",NA,NA,NA,NA,NA
"GYNAN, SHAW",296,10,5,10,3
"HAGEN, DANIEL",NA,NA,NA,NA,NA
"HAJIMORAD, MEGHDAD",NA,NA,NA,NA,NA
"HALL, RAYMOND",NA,NA,NA,NA,NA
"HALOVA, MARKETA",NA,NA,NA,NA,NA
"HAMBLIN, VICKI",NA,NA,NA,NA,NA
"HAMILTON, BRUCE",NA,NA,NA,NA,NA
"HAMMOND, JOYCE",NA,NA,NA,NA,NA
"HAN, BO",NA,NA,NA,NA,NA
"HANANIA, CECILE",NA,NA,NA,NA,NA
"HANANIA, CECILE",NA,NA,NA,NA,NA
"HANCOCK, THOMAS",NA,NA,NA,NA,NA
"HANIUK, MARC",NA,NA,NA,NA,NA
"HANSEN, JULIA",NA,NA,NA,NA,NA
"HANSEN, SHAUN",NA,NA,NA,NA,NA
"HANSEN, THOR",NA,NA,NA,NA,NA
"HARBAUGH, JOHN",NA,NA,NA,NA,NA
"HARBOUR, VANESSA",NA,NA,NA,NA,NA
"HARDESTY, JARED",NA,NA,NA,NA,NA
"HARRIS, JOHN",NA,NA,NA,NA,NA
"HARROD, MICHAEL",NA,NA,NA,NA,NA
"HARROD, MICHAEL",NA,NA,NA,NA,NA
"HART, MONICA",NA,NA,NA,NA,NA
"HART, MONICA",NA,NA,NA,NA,NA
"HART, MONICA",NA,NA,NA,NA,NA
"HARTENSTINE, DAVID",NA,NA,NA,NA,NA
"HARWOOD, ANGELA",NA,NA,NA,NA,NA
"HASELTINE, CYNTHIA",565,11,8,11,7
"HASKELL, TODD",NA,NA,NA,NA,NA
"HASKELL, TODD",NA,NA,NA,NA,NA
"HASKINS, TARA",NA,NA,NA,NA,NA
"HATHAWAY, NANCY",NA,NA,NA,NA,NA
"HAUG, PETER",NA,NA,NA,NA,NA
"HAYES, MICHAEL",NA,NA,NA,NA,NA
"HAYS, ZACHARY",NA,NA,NA,NA,NA
"HAZELBAKER, CHADRON",NA,NA,NA,NA,NA
"HEADY, MARGARET",NA,NA,NA,NA,NA
"HEARNE, JAMES",NA,NA,NA,NA,NA
"HELFGOTT, LEONARD",NA,NA,NA,NA,NA
"HELFIELD, JAMES",NA,NA,NA,NA,NA
"HELLING, JULIE",NA,NA,NA,NA,NA
"HELLMANN, HANJO",NA,NA,NA,NA,NA
"HELMS, RONALD",858,10,9,10,7
"HEMMENS, CRAIG",1691,24,14,52,21
"HENDERSON, STEPHEN",471,9,7,7,5
"HENNESSY, JUDITH",NA,NA,NA,NA,NA
"HENNING, MARC",NA,NA,NA,NA,NA
"HENSCHEL PELLETT, HEIDI",NA,NA,NA,NA,NA
"HENSCHEL PELLETT, HEIDI",NA,NA,NA,NA,NA
"HENSON, STEVEN",NA,NA,NA,NA,NA
"HEO, DEUK",NA,NA,NA,NA,NA
"HERMES, JENIFER",NA,NA,NA,NA,NA
"HERNANDEZ-PECK, MARIA",NA,NA,NA,NA,NA
"HERR, CHARLES",NA,NA,NA,NA,NA
"HESS, MATTHIAS",NA,NA,NA,NA,NA
"HEUSTIS, THOMAS",NA,NA,NA,NA,NA
"HICKS, GAIL",NA,NA,NA,NA,NA
"HILDENBRAND, KASEE",NA,NA,NA,NA,NA
"HILL, CRAG",NA,NA,NA,NA,NA
"HILL, LAURA",NA,NA,NA,NA,NA
"HILLIARD, RICHARD",NA,NA,NA,NA,NA
"HINES, MELISSA",NA,NA,NA,NA,NA
"HIRSCH, ANNE",NA,NA,NA,NA,NA
"HIRSCH, DAVID",NA,NA,NA,NA,NA
"HOCHSTETLER, LAURIE",NA,NA,NA,NA,NA
"HODGES, LUTHER",NA,NA,NA,NA,NA
"HOEKSTRA, NICOLE",NA,NA,NA,NA,NA
"HOELSCHER, KAREN",NA,NA,NA,NA,NA
"HOFFMAN, ERIC",NA,NA,NA,NA,NA
"HOFFMAN, JOAN",NA,NA,NA,NA,NA
"HOLDEN, LAD",NA,NA,NA,NA,NA
"HOLLAR, JAMES",NA,NA,NA,NA,NA
"HOMANN, PETER",NA,NA,NA,NA,NA
"HOOKS, GREGORY",NA,NA,NA,NA,NA
"HOOPER, DAVID",NA,NA,NA,NA,NA
"HOPE, KEELY",NA,NA,NA,NA,NA
"HORNE, CHRISTINE",NA,NA,NA,NA,NA
"HORNE, CYNTHIA",NA,NA,NA,NA,NA
"HOSSAIN, MD",NA,NA,NA,NA,NA
"HOSSAIN, N",NA,NA,NA,NA,NA
"HOUNDONOUGBO, YAO",NA,NA,NA,NA,NA
"HOUSEN, BERNARD",1629,24,14,31,21
"HOWARD, BRADLEY",NA,NA,NA,NA,NA
"HOWARD-SNYDER, DANIEL",941,17,14,23,16
"HOWARD-SNYDER, FRANCES",NA,NA,NA,NA,NA
"HSUEH, VICKI",NA,NA,NA,NA,NA
"HSUEH, VICKI",NA,NA,NA,NA,NA
"HUA, STELLA",NA,NA,NA,NA,NA
"HUA, YAN",NA,NA,NA,NA,NA
"HUBBARD, BRENDA",NA,NA,NA,NA,NA
"HUBERT, MICHAEL",NA,NA,NA,NA,NA
"HUCKABAY, JAMES",NA,NA,NA,NA,NA
"HUDELSON, JOHN",NA,NA,NA,NA,NA
"HUDSON, HUD",NA,NA,NA,NA,NA
"HUDSON, HUD",NA,NA,NA,NA,NA
"HUERTA, AUDREY",713,14,12,18,15
"HUGHES, CRAIG",21,2,2,1,0
"HUGHES, EILEEN",NA,NA,NA,NA,NA
"HUGHES, EILEEN",NA,NA,NA,NA,NA
"HUGHS, NATALIE",NA,NA,NA,NA,NA
"HUNT, VANESSA",NA,NA,NA,NA,NA
"HUNTER, JOSEPH",NA,NA,NA,NA,NA
"HUNTER, JOSEPH",NA,NA,NA,NA,NA
"HURAND, FRED",NA,NA,NA,NA,NA
"HUSSMAN, STEPHEN",NA,NA,NA,NA,NA
"HUTCHINSON, BRIAN",346,10,9,10,9
"HUTCHINSON, PENNY",NA,NA,NA,NA,NA
"HUTTON, MARGUERITE",NA,NA,NA,NA,NA
"HYATT, KEITH",NA,NA,NA,NA,NA
"HYATT, KEITH",NA,NA,NA,NA,NA
"HYMAN, IRA",4173,23,18,33,25
"IMAMURA, KOSUKE",NA,NA,NA,NA,NA
"INVERARITY, JAMES",NA,NA,NA,NA,NA
"IRWIN, JASON",NA,NA,NA,NA,NA
"IYENGAR, DEEPAK",NA,NA,NA,NA,NA
"IYENGAR, DEEPAK",NA,NA,NA,NA,NA
"IZON, GERMAN",NA,NA,NA,NA,NA
"IZUMI, SHIGEKO",NA,NA,NA,NA,NA
"JACK, DANA",NA,NA,NA,NA,NA
"JACKSON, HENRY",NA,NA,NA,NA,NA
"JACKSON, MICHAEL",NA,NA,NA,NA,NA
"JACKSON, MICHAEL",NA,NA,NA,NA,NA
"JACKSON, SARAH",NA,NA,NA,NA,NA
"JACKSON, STEVE",NA,NA,NA,NA,NA
"JAFFEE, DANIEL",NA,NA,NA,NA,NA
"JAGODZINSKI, FILIP",NA,NA,NA,NA,NA
"JAGODZINSKI, FILIP",NA,NA,NA,NA,NA
"JAIN, PARUL",NA,NA,NA,NA,NA
"JAMES, LAURIE",NA,NA,NA,NA,NA
"JANSEN, GOLIEDA",NA,NA,NA,NA,NA
"JANSON, CAROL",NA,NA,NA,NA,NA
"JANTZEN, KELLY",NA,NA,NA,NA,NA
"JANTZEN, KELLY",NA,NA,NA,NA,NA
"JANTZEN, MCNEEL",NA,NA,NA,NA,NA
